
##### Table #####,Adventure
贈送蘿蔔，治癒我方指定角色($HEAL:2)。,무를 사용하여 지정된 아군을 ($HEAL:2)만큼 치유한다.
贈送蘿蔔，破甲敵方末位($BK:4)。,무를 사용하여 후방의 적에게 실드공격($BK:4)을 가한다.
錦上添花,금상첨화
營養補給,영양 보충
不要浪費,낭비는 안돼
糧食配發,식량 배급
必殺蘿蔔星,필살 무새총
我方回合結束時，層數+1，層數達4後，下次的技能係數增加50%，並歸零層數。,턴이 종료될 때마다 1회 중첩되고 4회 중첩될 시 다음 시전하는 스킬 계수가 50% 증가하고 다시 초기화된다.
呼喚琉，治癒我方指定角色($HEAL:1.5)，冷卻時間為6。,료가 무를 준비하여 지정된 아군을 ($HEAL:1.5)만큼 치유한다. [CD: 6]
呼喚琉，治癒我方指定角色($HEAL:2.6)，冷卻時間為6。,료가 무를 준비하여 지정된 아군을 ($HEAL:2.6)만큼 치유한다. [CD: 6]
"贈送蘿蔔，治癒我方指定角色($HEAL:1)，並賦予其2回合的弱化。

【弱化】：每層弱化降低本角色30%的技能效果，最高3層。","무를 사용하여 지정된 아군을 ($HEAL:1)만큼 치유하고 2턴 간 [약화]를 부여한다.

[약화]: 중첩될 때마다 본 캐릭터의 스킬 효과가 30%씩 감소한다.(최대 3회)"
贈送蘿蔔，治癒我方指定角色($HEAL:1.5)。,무를 사용하여 지정된 아군을 ($HEAL:1.5)만큼 치유한다.
贈送蘿蔔，破甲敵方末位($BK:3.2)。,무를 사용하여 후방의 적에게 실드공격($BK:3.2)을 가한다.
贈送蘿蔔，治癒我方指定角色($HEAL:2)。,무를 사용하여 지정된 아군을 ($HEAL:2)만큼 치유한다.
贈送蘿蔔，破甲敵方末位($BK:4)。,무를 사용하여 후방의 적에게 실드공격($BK:4)을 가한다.
錦上添花,금상첨화
營養補給,영양 보충
不要浪費,낭비는 안돼
糧食配發,식량 배급
必殺蘿蔔星,필살 무새총
我方回合結束時，層數+1，層數達3後，下次的技能係數增加50%，並歸零層數。,턴이 종료될 때마다 1회 중첩되고 3회 중첩될 시 다음 시전하는 스킬 계수가 50% 증가하고 다시 초기화된다.
呼喚琉，治癒我方指定角色($HEAL:1.5)，冷卻時間為5。,료를 불러내 지정된 아군을 ($HEAL:1.5)만큼 치유한다. [CD: 5]
呼喚琉，治癒我方指定角色($HEAL:2.6)，冷卻時間為5。,료가 무를 준비하여 지정된 아군을 ($HEAL:2.6)만큼 치유한다. [CD: 5]
"贈送蘿蔔，治癒我方指定角色($HEAL:1)，並賦予其弱化。

【弱化】：每層弱化降低本角色30%的技能效果，最高3層。","무를 사용하여 지정된 아군을 ($HEAL:1)만큼 치유하고 [약화]를 부여한다.

[약화]: 중첩될 때마다 본 캐릭터의 스킬 효과가 30%씩 감소한다.(최대 3회)"
贈送蘿蔔，治癒我方指定角色($HEAL:1.5)。,무를 사용하여 지정된 아군을 ($HEAL:1.5)만큼 치유한다.
贈送蘿蔔，破甲敵方末位($BK:3.2)。,무를 사용하여 후방의 적에게 실드공격($BK:3.2)을 가한다.
贈送蘿蔔，治癒我方指定角色($HEAL:2)。,무를 사용하여 지정된 아군을 ($HEAL:2)만큼 치유한다.
贈送蘿蔔，破甲敵方末位($BK:4)。,무를 사용하여 후방의 적에게 실드공격($BK:4)을 가한다.
錦上添花,금상첨화
營養補給,영양 보충
不要浪費,낭비는 안돼
糧食配發,식량 배급
必殺蘿蔔星,필살 무새총
我方回合結束時，層數+1，層數達3後，下次的技能係數增加60%，並歸零層數。,"아군 턴 종료 시, 1중첩이 증가하며 3중첩이 되면 다음에 발동하는 스킬의 스킬 계수가 60% 증가하고 중첩수는 0이 된다."
呼喚琉，治癒我方指定角色($HEAL:2.6)，冷卻時間為5。,료가 무를 준비하여 지정된 아군을 ($HEAL:2.6)만큼 치유한다. [CD: 5]
"贈送蘿蔔，治癒我方指定角色($HEAL:1)，並賦予其弱化與2回合強化。

【弱化】：每層弱化降低本角色30%的技能效果，最高3層。
【強化】：每層強化提升本角色30%的技能效果，最高3層。","무를 사용하여 지정된 아군을 치유($HEAL:1)하고 [약화]와 2턴간 [강화]를 부여한다.
 
 [약화]: 중첩될 때마다 본 캐릭터의 스킬 효과가 30%씩 감소한다.(최대 3회)
 [강화]: 중첩될 때마다 본 캐릭터의 스킬 효과가 30%씩 증가한다.(최대 3회)"
贈送蘿蔔，治癒我方指定角色($HEAL:2)。,무를 사용하여 지정된 아군을 치유($HEAL:2)한다.
贈送蘿蔔，破甲敵方末位($BK:5)。,무를 사용하여 후방의 적에게 실드 공격($BK:5)을 가한다.
錦上添花,금상첨화
營養補給,영양 보충
不要浪費,낭비는 안돼
糧食配發,식량 배급
必殺蘿蔔星,필살 무새총
我方回合結束時，層數+1，層數達2後，下次的技能係數增加60%，並歸零層數。,"아군 턴 종료 시, 1중첩이 증가하며 2중첩이 되면 다음에 발동하는 스킬의 스킬 계수가 60% 증가하고 중첩수는 0이 된다."
"呼喚琉，治癒我方指定角色($HEAL:2.6)，冷卻時間為4。
每場戰鬥開始時，我方角色獲得3回合再生。

【再生】：回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。","료를 불러내 지정된 아군을 치유($HEAL:2.6)한다. [CD: 4]
 매번 전투가 시작될 때마다 아군은 3턴간 [재생]을 얻는다.

[재생]: 자신의 턴이 종료될 때, 1중첩 당 전체 체력의 10%를 회복하고 공격을 받으면 원상태로 돌아온다.(최대 3회)"
"贈送蘿蔔，治癒我方指定角色($HEAL:1)，並賦予其弱化與2回合強化。

【弱化】：每層弱化降低本角色30%的技能效果，最高3層。
【強化】：每層強化提升本角色30%的技能效果，最高3層。","무를 사용하여 지정된 아군을 치유($HEAL:1)하고 [약화]와 2턴간 [강화]를 부여한다.
 
 [약화]: 중첩될 때마다 본 캐릭터의 스킬 효과가 30%씩 감소한다.(최대 3회)
 [강화]: 중첩될 때마다 본 캐릭터의 스킬 효과가 30%씩 증가한다.(최대 3회)"
贈送蘿蔔，治癒我方指定角色($HEAL:2)。,무를 사용하여 지정된 아군을 치유($HEAL:2)한다.
贈送蘿蔔，破甲敵方末位($BK:6)。,무를 사용하여 후방의 적에게 실드 공격($BK:6)을 가한다.
琉a2,
最佳支援,최고의 서포트
機率絆腳繩,운에 맡겨볼까
嘔吐蔓陀蘿,구토 만도라
蘿蔔迫擊砲,만도라 박격포
超級蔓陀蘿,수퍼 만도라
每場戰鬥開始時，將同伴的血量補至全滿。,전투가 시작될 때마다 동료의 체력이 전부 회복된다.
第1個玩家的回合開始時，將同伴的血量補至全滿。,플레이어의 첫 번째 턴이 시작될 시 동료의 HP를 가득 채운다.
琉助陣，我方角色的破甲攻擊有30%機會使目標冷卻時間+1。,료의 도움으로 아군의 실드 공격이 30% 확률로 공격 대상의 CD를 1 증가시킨다.
"贈送蔓陀蘿，賦予敵方指定角色中毒。

【中毒】：自身回合結束時，每層中毒失去現有10%血量，最高3層，被治癒後解除。","만도라를 꺼내 지정된 적에게 [중독]을 부여한다.

[중독]: 자신의 턴이 종료될 때, 1중첩 당 남아있는 체력이 10%씩 감소하고 치유를 받으면 중독 효과가 제거된다.(최대 3회)"
"贈送蔓陀蘿，賦予敵方指定角色中毒3回合。

【中毒】：自身回合結束時，每層中毒失去現有10%血量，最高3層，被治癒後解除。","지정된 적에게[중독]을 3턴 간 부여한다.
 
[중독]: 자신의 턴이 종료될 때, 1중첩 당 남아있는 체력이 10%씩 감소하고 치유를 받으면 중독 효과가 제거된다.(최대 3회)"
贈送蘿蔔，破甲敵方末位($BK:2)，有50%機會使其冷卻時間+1。,만도라를 꺼내 후방의 적에게 실드 공격($BK:2)을 가하고 50% 확률로 대상의 CD를 1 증가시킨다.
贈送蘿蔔，破甲敵方末位($BK:2)，有50%機會使其冷卻時間+2。,"후방의 적에게 실드 공격($BK:2)을 가하고, 50% 확률로 CD를 2 증가시킨다."
贈送蔓陀蘿，破甲敵方指定角色($BK:3)，有50%機會使其冷卻時間+3。,만도라를 꺼내 지정된 적에게 실드 공격($BK:3)을 가하고 50% 확률로 대상의 CD를 3 증가시킨다.
琉sp,
魂能燃料補充,혼에너지 연료 보충
終極光波波波,궁극의 비이이임!
小飛整備中,하늘이 정비 중
閃光推進器,섬광 추진기
超新星絕緣體,초신성 절연체
"被場上同伴攻擊技能擊中後獲得1層超載。
【超載】：琉身上有超載時會施展不同的技能。
【觸發限制】：下次自身回合開始前，被動技能不會被同一個場上同伴重複觸發。","아군의 스킬에 공격 당하면 [오버로드]를 얻는다.
[오버로드]: [오버로드]를 얻은 상태에선 다른 스킬을 시전한다.
[발동 제한]: 다음 자신의 턴이 시작되기 전, 본 스킬로 인해 동일한 대상의 스킬이 중복하여 발동되지 않는다."
呼喚琉，賦予敵方全體角色行動冷卻時間+1，冷卻時間為6。,적 전체의 CD를 1 증가시킨다. [CD: 6]
呼喚琉，賦予敵方全體角色行動冷卻時間+1，冷卻時間為4。,적 전체의 CD를 1 증가시킨다. [CD: 4]
"小飛MAX出動！
正常時：疊盾自身($ARM:1.5) 
超載時：治癒自身($HEAL:2.5)，減少1層超載
【超載】：琉身上有超載時會施展不同的技能。","하늘이 MAX 출동!
일반 상태: 자신의 실드를 ($ARM:1.5)만큼 채운다. 
오버로드 상태: 자신을 ($HEAL:2.5)만큼 치유하고 [오버로드] 중첩 수가 1 감소한다.
[오버로드]: [오버로드]를 얻은 상태에선 다른 스킬을 시전한다."
"小飛MAX出動！
正常時：破甲敵方全體($BK:1) 
超載時：使敵方全體角色冷卻時間+2，減少1層超載
【超載】：琉身上有超載時會施展不同的技能。","하늘이 MAX 출동!
일반 상태: 적 전체에게 실드 공격($BK:1)을 가한다. 
오버로드 상태: 적 전체의 CD를 2 증가시키고 [오버로드] 중첩 수가 1 감소한다.
[오버로드]: [오버로드]를 얻은 상태에선 다른 스킬을 시전한다."
"小飛MAX出動！
正常時：疊盾自身($ARM:3)，獲得1層超載
超載時：使敵方全體角色冷卻時間+3，減少1層超載
【超載】：琉身上有超載時會施展不同的技能。","하늘이 MAX 출동!！
일반 상태: 자신의 실드를 ($ARM:3)만큼 채우고 [오버로드]를 얻는다.
오버로드 상태:적 전체의 CD를 3 증가시키고 [오버로드] 중첩 수가 1 감소한다.
[오버로드]: [오버로드]를 얻은 상태에선 다른 스킬을 시전한다."
魂能燃料補充,혼에너지 연료 보충
終極光波波波,궁극의 비이이임!
小飛整備中,하늘이 정비 중
閃光推進器,섬광 추진기
超新星絕緣體,초신성 절연체
"被場上同伴攻擊技能擊中後獲得1層超載。

【超載】：琉身上有超載時會施展不同的技能。
【觸發限制】：下次自身回合開始前，被動技能不會被同一個場上同伴重複觸發。","아군의 스킬에 공격 당하면 [오버로드]를 얻는다.
[오버로드]: [오버로드]를 얻은 상태에선 다른 스킬을 시전한다.
[발동 제한]: 다음 자신의 턴이 시작되기 전, 본 스킬로 인해 동일한 대상의 스킬이 중복하여 발동되지 않는다."
呼喚琉，賦予敵方全體角色行動冷卻時間+1，冷卻時間為4。,적 전체의 CD를 1 증가시킨다. [CD: 4]
"小飛MAX出動！
正常時：疊盾自身($ARM:2)並獲得減傷
超載時：治癒自身($HEAL:2.5)並獲2回合嘲諷與減傷，減少1層超載

【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。
【嘲諷】：本角色成為優先被指定的目標。
【超載】：琉身上有超載時會施展不同的技能。","하늘이 MAX 출동!
 일반 상태: 자신의 실드를 채우고($ARM:2) [피해 감소]를 얻는다.
 오버로드 상태: 자신을 치유($HEAL:2.5)하고 2턴간 [도발] 및 [피해 감소]를 얻고 [오버로드] 중첩수가 1 감소한다.
 
[피해 감소]: 중첩될 때마다 본 캐릭터가 받게 되는 공격 스킬 효과가 30%씩 감소한다.(최대 3회)
 [도발]: 도발이 부여된 캐릭터가 우선 공격 목표로 지정된다.
 [오버로드]: [오버로드]를 얻은 상태에선 다른 스킬을 시전한다."
"小飛MAX出動！
正常時：破甲敵方全體($BK:1) 
超載時：使敵方全體角色冷卻時間+2，減少1層超載

【超載】：琉身上有超載時會施展不同的技能。","하늘이 MAX 출동!
일반 상태: 적 전체에게 실드 공격($BK:1)을 가한다. 
오버로드 상태: 적 전체의 CD를 2 증가시키고 [오버로드] 중첩 수가 1 감소한다.
[오버로드]: [오버로드]를 얻은 상태에선 다른 스킬을 시전한다."
"小飛MAX出動！
正常時：疊盾自身($ARM:4)，獲得2層超載
超載時：賦予敵方全體角色2層2回合易傷，並使冷卻時間+3，減少1層超載

【超載】：琉身上有超載時會施展不同的技能。
【易傷】：被攻擊時，每層易傷提升30%技能效果，最高3層。","하늘이 MAX 출동!
 일반 상태: 자신의 실드를 채우고($ARM:4) 2중첩의 [오버로드]를 얻는다.
 오버로드 상태: 적 전체에게 2턴간 2중첩의 [무방비]를 부여하고 CD를 3 증가시킨 후, [오버로드] 중첩수가 1 감소한다.
 
 [오버로드]: [오버로드]를 얻은 상태에선 다른 스킬을 시전한다.
[무방비]: 중첩될 때마다 본 캐릭터가 받게 되는 공격 스킬 효과가 30%씩 증가한다.(최대 3회)"
魂能燃料補充,혼에너지 연료 보충
終極光波波波,궁극의 비이이임!
小飛整備中,하늘이 정비 중
閃光推進器,섬광 추진기
超新星絕緣體,초신성 절연체
"被場上同伴或者參謀角色攻擊技能擊中後獲得1層超載。

【超載】：琉身上有超載時會施展不同的技能。
【觸發限制】：下次自身回合開始前，被動技能不會被同一個場上同伴重複觸發。","전장에 있는 동료 또는 참모 캐릭터의 스킬에 공격당하면 1중첩의 [오버로드]를 얻는다.
 
 [오버로드]: [오버로드]를 얻은 상태에선 다른 스킬을 시전한다.
 [발동제한]: 패시브 스킬은 다음번 자신의 턴 시작 전까지 동일한 아군 동료를 통해 중복하여 발동하지 않는다."
呼喚琉，賦予敵方全體角色行動冷卻時間+1，冷卻時間為6。,적 전체의 CD를 1 증가시킨다. [CD: 6]
"呼喚琉，賦予敵方全體角色易傷，並使行動冷卻時間+1，冷卻時間為4。

【易傷】：被攻擊時，每層易傷提升30%技能效果，最高3層。","료를 불러내 적 전체에게 [무방비]를 부여하고 CD를 1증가시킨다. [CD: 4]

[무방비]: 중첩될 때마다 본 캐릭터가 받게 되는 공격 스킬 효과가 30%씩 증가한다.(최대 3회)"
"小飛MAX出動！
正常時：疊盾自身($ARM:2)並獲得減傷
超載時：治癒自身($HEAL:2.5)並獲2回合嘲諷與減傷，減少1層超載

【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。
【嘲諷】：本角色成為優先被指定的目標。
【超載】：琉身上有超載時會施展不同的技能。","하늘이 MAX 출동!
 일반 상태: 자신의 실드를 채우고($ARM:2) [피해 감소]를 얻는다.
 오버로드 상태: 자신을 치유($HEAL:2.5)하고 2턴간 [도발] 및 [피해 감소]를 얻고 [오버로드] 중첩수가 1 감소한다.
 
[피해 감소]: 중첩될 때마다 본 캐릭터가 받게 되는 공격 스킬 효과가 30%씩 감소한다.(최대 3회)
 [도발]: 도발이 부여된 캐릭터가 우선 공격 목표로 지정된다.
 [오버로드]: [오버로드]를 얻은 상태에선 다른 스킬을 시전한다."
"小飛MAX出動！
正常時：破甲敵方全體($BK:2) 
超載時：賦予敵方全體角色3回合易傷，並使冷卻時間+2，減少1層超載

【易傷】：被攻擊時，每層易傷提升30%技能效果，最高3層。
【超載】：琉身上有超載時會施展不同的技能。","하늘이 MAX 출동!
 일반 상태: 적 전체에게 실드 공격($BK:2)을 가한다.
 오버로드 상태: 적 전체에게 3턴간 [무방비]를 부여하고 CD를 2 증가시킨 뒤, [오버로드] 중첩수가 1 감소한다.
 
[무방비]: 중첩될 때마다 본 캐릭터가 받게 되는 공격 스킬 효과가 30%씩 증가한다.(최대 3회)
 [오버로드]: [오버로드]를 얻은 상태에선 다른 스킬을 시전한다."
"小飛MAX出動！
正常時：疊盾自身($ARM:4)，獲得2層超載
超載時：賦予敵方全體角色2層2回合易傷，並使冷卻時間+3，減少1層超載

【易傷】：被攻擊時，每層易傷提升30%技能效果，最高3層。
【超載】：琉身上有超載時會施展不同的技能。","하늘이 MAX 출동!
 일반 상태: 자신의 실드를 채우고($ARM:4) 2중첩의 [오버로드]를 얻는다.
 오버로드 상태: 적 전체에게 2턴간 2중첩의 [무방비]를 부여하고 CD를 3 증가시킨 후, [오버로드] 중첩수가 1 감소한다.
 
[무방비]: 중첩될 때마다 본 캐릭터가 받게 되는 공격 스킬 효과가 30%씩 증가한다.(최대 3회)
 [오버로드]: [오버로드]를 얻은 상태에선 다른 스킬을 시전한다."
璃,
金蛋戲法,황금 계란
鬧劇主義,사기진작의 계란
惡作劇之蛋,짓궂은 계란
調皮彩蛋,난폭의 계란
彩蛋的洗禮,계란 세례
被動技將在角色升至二階共鳴時解鎖。,패시브 스킬은 SR부터 사용할 수 있습니다.
璃助陣，我方角色的基礎攻擊提升20%效果。,리의 도움으로 아군 캐릭터의 기본 공격 스킬 효과가 20% 상승한다.
丟出手中的蛋，攻擊敵方隨機角色($ATK:1)。,계란을 던져 임의의 적 한 명에게 공격($ATK:1)을 가한다.
丟出手中的蛋，攻擊敵方隨機角色2次，每次($ATK:1)。,"계란을 던져 임의의 적에게 공격($ATK:1)을 2회 가한다.

"
丟出手中的蛋，攻擊敵方隨機角色4次，每次($ATK:1)。,"계란을 던져 임의의 적에게 공격($ATK:1)을 4회 가한다.

"
金蛋戲法,황금 계란
鬧劇主義,사기진작의 계란
惡作劇之蛋,짓궂은 계란
調皮彩蛋,난폭의 계란
彩蛋的洗禮,계란 세례
我方回合結束時，層數+1，層數達4後，下次的技能係數增加50%，並歸零層數。,턴이 종료될 때마다 1회 중첩되고 4회 중첩될 시 다음 시전하는 스킬 계수가 50%증가하고 다시 초기화된다.
璃助陣，我方角色的基礎攻擊提升25%效果。,리의 도움으로 아군 캐릭터의 기본 공격 스킬 효과가 25% 상승한다.
"丟出手中的蛋，攻擊敵方隨機角色($ATK:1)，並賦予其嘲諷。

【嘲諷】：本角色成為優先被指定的目標。","계란을 던져 임의의 적에게 공격($ATK:1)을 1회 가하고 [도발]을 부여한다.

[도발]: 도발이 부여된 캐릭터가 우선 공격 목표로 지정된다."
丟出手中的蛋，攻擊敵方隨機角色2次，每次($ATK:1)。,"계란을 던져 임의의 적에게 공격($ATK:1)을 2회 가한다.

"
丟出手中的蛋，攻擊敵方隨機角色4次，每次($ATK:1)。,"계란을 던져 임의의 적에게 공격($ATK:1)을 4회 가한다.

"
金蛋戲法,황금 계란
鬧劇主義,사기진작의 계란
惡作劇之蛋,짓궂은 계란
調皮彩蛋,난폭의 계란
彩蛋的洗禮,계란 세례
我方回合結束時，層數+1，層數達3後，下次的技能係數增加50%，並歸零層數。,턴이 종료될 때마다 1회 중첩되고 3회 중첩될 시 다음 시전하는 스킬 계수가 50%증가하고 다시 초기화된다.
璃助陣，我方角色的基礎攻擊提升30%效果。,리의 도움으로 아군 캐릭터의 기본 공격 스킬 효과가 30% 상승한다.
"丟出手中的蛋，攻擊敵方隨機角色($ATK:1)，並賦予其嘲諷。

【嘲諷】：本角色成為優先被指定的目標。","계란을 던져 임의의 적에게 공격($ATK:1)을 1회 가하고 [도발]을 부여한다.

[도발]: 도발이 부여된 캐릭터가 우선 공격 목표로 지정된다."
丟出手中的蛋，攻擊敵方隨機角色2次，每次($ATK:1)。,"계란을 던져 임의의 적에게 공격($ATK:1)을 2회 가한다.

"
"丟出手中的蛋，攻擊敵方隨機角色4次，每次($ATK:1)。最後1個蛋有額外傷害($ATK:0.5)，並賦予其弱化。

【弱化】：每層弱化降低本角色30%的技能效果，最高3層。","계란을 던져 임의의 적에게 공격($ATK:1)을 4회 가하고 마지막 공격은 목표에게 ($ATK:0.5)만큼 추가 피해를 입힌 후  [약화]를 부여한다.

[약화]: 중첩될 때마다 본 캐릭터의 스킬 효과가 30%씩 감소한다.(최대 3회)"
璃a2,
定向追蹤導蛋,유도탄 계란
搞怪連鎖飛蛋,연속 트집 계란
胡鬧詐蛋,야단법석 계란
複式子母蛋,복식 세트 계란
粉彩閃光爆蛋,번쩍이는 섬광 계란
"攻擊時，紅色蛋賦予敵方易傷，白色蛋賦予敵方弱化，黑色蛋為穿透攻擊。我方回合結束時，層數+1，層數達4後，技能組隨機攻擊轉變為指定攻擊，並歸零層數。

【易傷】：被攻擊時，每層易傷提升30%技能效果，最高3層。
【弱化】：每層弱化降低本角色30%的技能效果，最高3層。","붉은색 계란은 적에게 [무방비]를, 백색 계란은 [약화]를 부여하고 흑색 계란은 관통 공격 효과를 갖는다. 아군의 턴이 끝나면 1회 중첩되며 4중첩 시 랜덤 타켓 공격은 지정 타겟 공격으로 전환되고 중첩 수는 초기화된다.

[무방비]: 중첩될 때마다 본 캐릭터가 받게 되는 공격 스킬 효과가 30%씩 증가한다.(최대 3회)
[약화]: 중첩될 때마다 본 캐릭터의 스킬 효과가 30%씩 감소한다.(최대 3회)
"
呼喚璃，依序丟出白蛋、黑蛋、紅蛋、黑蛋，攻擊敵方指定對象($ATK:1)，冷卻時間12。,"백색, 흑색, 붉은색, 흑색 순으로 계란을 던져 지정된 적에게 공격($ATK:1)을 가한다. [CD: 12]"
一個彩蛋一個坑，攻擊敵方隨機角色($ATK:1)。,랜덤으로 적에게 공격($ATK:1)을 가한다.
一個彩蛋一個坑，攻擊敵方隨機角色2次，每次($ATK:1)。,랜덤으로 적에게 공격($ATK:1)을 2회 가한다.
"一個彩蛋一個坑，攻擊敵方隨機角色3次，每次($ATK:1)，再攻擊敵方指定角色1次($ATK:1.5)並賦予暈眩。

【暈眩】：無法施展技能，被攻擊後解除。","임의의 적에게 공격($ATK:1)을 3회, 지정된 적에게 공격($ATK:1.5)을 1회 가하고 [기절]을 부여한다.

[기절]: 본 캐릭터는 어떤 스킬도 사용할 수 없으며 공격을 받으면 원상태로 돌아온다."
璃sp,
療癒度滿點,의사 곰돌이
絨毛的救贖,뽀송뽀송 힐링
可愛叛逆期,깜찍한 반항
蹦蹦跳跳,뿅뿅 점프
萌萌萌上月球,달님에게 날아갈래
我方回合開始時，本角色施展1次技能，此技能有40%機會對我方血量比例最低的角色進行治癒，效果為其目標總血量的30%。,플레이어의 턴이 시작될 시 본 캐릭터는 스킬을 1회 시전한다. 이 스킬은 40% 확률로 잔여 체력의 비율이 가장 적은 아군을 치유한다. 치유 효과는 치유 대상 총 체력의 30%
呼喚璃，治癒我方血量比例最低的角色，效果為其目標總血量的30%，冷卻時間為3。,잔여 체력의 비율이 가장 낮은 아군을 치유한다. 치유 효과는 치유 대상 총체력의 30% [CD: 3]
不搗年糕就搗蛋，攻擊金位同伴($ATK:0.1)，攻擊首位敵方($ATK:1.3)。,금속성 캐릭터에게 기본 공격($ATK:0.1)을 가한 후 전방의 적에게 기본 공격($ATK:1.3)을 가한다.
不搗年糕就搗蛋，攻擊金位與黑位同伴($ATK:0.2)，攻擊首位($ATK:2.6)敵方。,금속성 및 흑속성 캐릭터에게 기본 공격($ATK:0.2)을 가한 후 전방의 적에게 기본 공격($ATK:2.6)을 가한다.
不搗年糕就搗蛋，施展1次基礎攻擊技能，攻擊金位與黑位同伴($ATK:0.4)、敵方首位角色($ATK:2.6)和敵方末位角色($ATK:2.6)。,금속성 및 흑속성 캐릭터에게 기본 공격($ATK:0.4)을 가한 후 전방 및 후방의 적에게 기본 공격($ATK:2.6)을 가한다.
療癒度滿點,의사 곰돌이
絨毛的救贖,뽀송뽀송 힐링
可愛叛逆期,깜찍한 반항
蹦蹦跳跳,뿅뿅 점프
萌萌萌上月球,달님에게 날아갈래
我方回合開始時，本角色施展1次技能，此技能有40%機會對我方血量比例最低的角色進行治癒，效果為其目標總血量的30%。,플레이어의 턴이 시작될 시 본 캐릭터는 스킬을 1회 시전한다. 이 스킬은 40% 확률로 잔여 체력의 비율이 가장 적은 아군을 치유한다. 치유 효과는 치유 대상 총 체력의 30%
呼喚璃，治癒我方血量比例最低的角色，效果為其目標總血量的30%，冷卻時間為3。,잔여 체력의 비율이 가장 낮은 아군을 치유한다. 치유 효과는 치유 대상 총체력의 30% [CD: 3]
不搗年糕就搗蛋，攻擊金位同伴($ATK:0.1)，攻擊首位敵方($ATK:1.5)。,금속성 캐릭터에게 기본 공격($ATK:0.1)을 가한 후 전방의 적에게 기본 공격($ATK:1.5)을 가한다.
不搗年糕就搗蛋，攻擊金位與黑位同伴($ATK:0.2)，攻擊首位($ATK:2.6)敵方。,금속성 및 흑속성 캐릭터에게 기본 공격($ATK:0.2)을 가한 후 전방의 적에게 기본 공격($ATK:2.6)을 가한다.
不搗年糕就搗蛋，施展1次基礎攻擊技能，攻擊金位與黑位同伴($ATK:0.4)、敵方首位角色($ATK:2.8)和敵方末位角色($ATK:2.8)。,금속성 및 흑속성 캐릭터에게 기본 공격($ATK:0.4)을 가한 후 전방 및 후방의 적에게 기본 공격($ATK:2.8)을 가한다.
療癒度滿點,의사 곰돌이
絨毛的救贖,뽀송뽀송 힐링
可愛叛逆期,깜찍한 반항
蹦蹦跳跳,뿅뿅 점프
萌萌萌上月球,달님에게 날아갈래
我方回合開始時，本角色施展1次技能，此技能有60%機會對我方血量比例最低的角色進行治癒，效果為其目標總血量的40%。,플레이어의 턴이 시작될 시 본 캐릭터는 스킬을 1회 시전한다. 이 스킬은 60% 확률로 잔여 체력의 비율이 가장 적은 아군을 치유한다. 치유 효과는 치유 대상 총 체력의 40%
呼喚璃，治癒我方血量比例最低的角色，效果為其目標總血量的40%，冷卻時間為3。,잔여 체력의 비율이 가장 낮은 아군을 치유한다. 치유 효과는 치유 대상 총체력의 40% [CD: 3]
不搗年糕就搗蛋，攻擊金位同伴($ATK:0.1)，攻擊首位敵方($ATK:1.5)。,금속성 캐릭터에게 기본 공격($ATK:0.1)을 가한 후 전방의 적에게 기본 공격($ATK:1.5)을 가한다.
不搗年糕就搗蛋，攻擊金位與黑位同伴($ATK:0.2)，攻擊首位($ATK:2.8)敵方。,금속성 및 흑속성 캐릭터에게 기본 공격($ATK:0.2)을 가한 후 전방의 적에게 기본 공격($ATK:2.8)을 가한다.
不搗年糕就搗蛋，施展1次基礎攻擊技能，攻擊金位與黑位同伴($ATK:0.4)、敵方首位角色($ATK:2.8)和敵方末位角色($ATK:2.8)。,금속성 및 흑속성 캐릭터에게 기본 공격($ATK:0.4)을 가한 후 전방 및 후방의 적에게 기본 공격($ATK:2.8)을 가한다.
碎牙,
熊族軟肋,웅족의 늑연골
停戰一擊,마무리 일격
震懾之力,공포의 힘
轟顱碎擊,천둥의 쇄격
窟王的印章,굴왕의 인장
護盾值歸零時，獲得強化。,실드가 0이 되면 [강화]를 얻는다.
呼喚碎牙，攻擊敵方全體($ATK:1.6)，冷卻時間為12。,어금니를 불러내 적 전체에게 공격($ATK:1.6)을 가한다. [CD: 12]
呼喚碎牙，攻擊敵方全體($ATK:1.6)，冷卻時間為10。,어금니를 불러내 적 전체에게 공격($ATK:1.6)을 가한다. [CD: 10]
"揮舞巨杵，攻擊敵方全體($ATK:0.5)，並獲得強化。

【強化】：每層強化提升本角色30%的技能效果，最高3層。","절구를 휘둘러 적 전체에게 공격($ATK:0.5)을 가하고 [강화]를 얻는다.

[강화]: 중첩될 때마다 본 캐릭터의 스킬 효과가 30%씩 증가한다.(최대 3회)"
揮舞巨杵，破甲敵方首位($BK:2)。,절구를 휘둘러 전방의 적에게 실드 공격($BK:2)을 가한다.
揮舞巨杵，攻擊敵方全體($ATK:1.6)。,절구를 휘둘러 적 전체에게 공격($ATK:1.6)을 가한다.
熊族軟肋,웅족의 늑연골
停戰一擊,마무리 일격
震懾之力,진동의 힘
轟顱碎擊,천둥의 쇄격
窟王的印章,굴왕의 인장
護盾值歸零時，立即發動1次一魂技能。,실드가 0이 될 시 즉시 1혼 스킬이 1회 발동된다.
