
##### Table #####,Adventure
t0158s5_a2_r2_A1_skillinfo,"洛助陣，在回合數為3的倍數的敵方回合開始時，賦予我方角色2回合怒氣。若我方角色身上怒氣合計已達9層，額外獲得3回合強化與3回合減傷。

【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。
【強化】：每層強化提升本角色30%的技能效果，最高3層。
【減傷】：被攻擊時，每層減傷降低30%傷害，最高3層。"
t0158s5_a2_r2_S1_skillinfo,"長嘯聲中出擊，
破甲敵方指定角色($BK:1.3)，疊盾自身($ARM:0.8)並賦予自身5回合嘲諷。

【嘲諷】：本角色成為優先被指定的目標。"
t0158s5_a2_r2_S2_skillinfo,"長嘯聲中出擊，
攻擊自身($ATK:0.4)，賦予敵方全體6回合嘲諷，並觸發我方指定角色的一魂技能。若自身與黑位皆有嘲諷和3層怒氣，額外觸發黑位的一魂技能。

【觸發限制】：在下個我方回合開始前，指定角色最多觸發1次一魂技能，黑位最多觸發1次一魂技能。
【嘲諷】：本角色成為優先被指定的目標。
【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。"
t0158s5_a2_r2_S3_skillinfo,"長嘯聲中出擊，
破甲敵方指定角色($BK:4)，賦予自身3回合3層強化與3回合3層減傷。

【強化】：每層強化提升本角色30%的技能效果，最高3層。
【減傷】：被攻擊時，每層減傷降低30%傷害，最高3層。"
t0156s3_P1_name,時來運轉如風車
t0156s3_A1_name,八面玲瓏妙語才
t0156s3_S1_name,飛揚神采沖天炮
t0156s3_S2_name,江湖救急藥燉酒
t0156s3_S3_name,延年退病糖葫蘆
t0156s3_P1_skillinfo,被動技將在角色升至二階共鳴時解鎖。
t0156s3_A1_skillinfo,"甲申助陣，玩家回合開始時，血量最高的玩家角色獲得領袖。


【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
t0156s3_S1_skillinfo,"走過路過，就是別錯過～
當本角色的血量並非玩家角色最高時：穿透攻擊敵方末位($ATK:1)，賦予同伴嘲諷。
當本角色的血量為玩家角色最高時：穿透攻擊敵方末位($ATK:1)。

【嘲諷】：本角色成為優先被指定的目標。"
t0156s3_S2_skillinfo,"走過路過，就是別錯過～
當本角色的血量並非玩家角色最高時：疊盾自身($ARM:2)，賦予同伴2回合嘲諷。
當本角色的血量為玩家角色最高時：疊盾同伴($ARM:1.5)。

【嘲諷】：本角色成為優先被指定的目標。"
t0156s3_S3_skillinfo,"走過路過，就是別錯過～
當本角色的血量並非玩家角色最高時：治癒自身($HEAL:4)，賦予同伴3回合嘲諷。
當本角色的血量為玩家角色最高時：治癒同伴($HEAL:1.5)，賦予其3層再生。

【嘲諷】：本角色成為優先被指定的目標。
【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。"
t0156s4_P1_name,時來運轉如風車
t0156s4_A1_name,八面玲瓏妙語才
t0156s4_S1_name,飛揚神采沖天炮
t0156s4_S2_name,江湖救急藥燉酒
t0156s4_S3_name,延年退病糖葫蘆
t0156s4_P1_skillinfo,"玩家回合開始時，當本角色的血量為玩家角色最高時，額外獲得領袖與嘲諷。

【嘲諷】：本角色成為優先被指定的目標。
【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
t0156s4_A1_skillinfo,"甲申助陣，玩家回合開始時，血量最高的玩家角色獲得領袖。


【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
t0156s4_S1_skillinfo,"走過路過，就是別錯過～
當本角色的血量並非玩家角色最高時：穿透攻擊敵方末位($ATK:1)，賦予同伴嘲諷。
當本角色的血量為玩家角色最高時：穿透攻擊敵方末位($ATK:1)。

【嘲諷】：本角色成為優先被指定的目標。"
t0156s4_S2_skillinfo,"走過路過，就是別錯過～
當本角色的血量並非玩家角色最高時：疊盾自身($ARM:2)，賦予同伴2回合嘲諷。
當本角色的血量為玩家角色最高時：疊盾同伴($ARM:1.5)，賦予其盾轉。

【嘲諷】：本角色成為優先被指定的目標。
【盾轉】：自身回合結束時，每層盾轉讓本角色獲得當前護盾量30%的血量，最高3層。"
t0156s4_S3_skillinfo,"走過路過，就是別錯過～
當本角色的血量並非玩家角色最高時：治癒自身($HEAL:4)，賦予同伴3回合嘲諷。
當本角色的血量為玩家角色最高時：治癒同伴($HEAL:1.5)，賦予其3層再生。

【嘲諷】：本角色成為優先被指定的目標。
【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。"
t0156s5_P1_name,時來運轉如風車
t0156s5_A1_name,八面玲瓏妙語才
t0156s5_S1_name,常勝不敗流星箭
t0156s5_S2_name,醉舞豪歌千日釀
t0156s5_S3_name,甲冠天下戲人間
t0156s5_P1_skillinfo,"玩家回合開始時，當本角色的血量為玩家角色最高時，額外獲得2回合領袖與2回合嘲諷。

【嘲諷】：本角色成為優先被指定的目標。
【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
t0156s5_A1_skillinfo,"甲申助陣，玩家回合開始時，血量最高的玩家角色獲得領袖。


【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
t0156s5_S1_skillinfo,"走過路過，就是別錯過～
當本角色的血量並非玩家角色最高時：穿透攻擊敵方末位($ATK:1)，賦予同伴嘲諷。
當本角色的血量為玩家角色最高時：穿透攻擊敵方末位($ATK:1)，賦予自身領袖。

【嘲諷】：本角色成為優先被指定的目標。
【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
t0156s5_S2_skillinfo,"走過路過，就是別錯過～
當本角色的血量並非玩家角色最高時：疊盾自身($ARM:2)，賦予同伴2回合嘲諷。
當本角色的血量為玩家角色最高時：疊盾同伴($ARM:1.5)，賦予其盾轉。

【嘲諷】：本角色成為優先被指定的目標。
【盾轉】：自身回合結束時，每層盾轉讓本角色獲得當前護盾量30%的血量，最高3層。"
t0156s5_S3_skillinfo,"走過路過，就是別錯過～
當本角色的血量並非玩家角色最高時：治癒自身($HEAL:4)，賦予同伴3回合嘲諷。
當本角色的血量為玩家角色最高時：治癒同伴($HEAL:1.5)，賦予其3層再生。

【嘲諷】：本角色成為優先被指定的目標。
【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。"
t0156s5_r1_P1_name,時來運轉如風車
t0156s5_r1_A1_name,八面玲瓏妙語才
t0156s5_r1_S1_name,常勝不敗流星箭
t0156s5_r1_S2_name,醉舞豪歌千日釀
t0156s5_r1_S3_name,甲冠天下戲人間
t0156s5_r1_P1_skillinfo,"玩家回合開始時，當本角色的血量為玩家角色最高時，額外獲得2回合領袖與2回合嘲諷。

【嘲諷】：本角色成為優先被指定的目標。
【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
t0156s5_r1_A1_skillinfo,"甲申助陣，玩家回合開始時，血量最高的玩家角色獲得領袖。


【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
t0156s5_r1_S1_skillinfo,"走過路過，就是別錯過～
當本角色的血量並非玩家角色最高時：穿透攻擊敵方末位($ATK:1.3)，賦予同伴嘲諷。
當本角色的血量為玩家角色最高時：穿透攻擊敵方末位($ATK:1.3)，賦予自身2層領袖。

【嘲諷】：本角色成為優先被指定的目標。
【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
t0156s5_r1_S2_skillinfo,"走過路過，就是別錯過～
當我方只剩本角色存活時：疊盾($ARM:1.5)自身並賦予盾轉。
當場上有其他同伴且本角色的血量並非玩家角色最高時：疊盾自身($ARM:2.5)並賦予盾轉，賦予同伴2回合嘲諷。
當場上有其他同伴且本角色的血量為玩家角色最高時：疊盾同伴($ARM:1.8)、賦予其盾轉與3回合減傷。

【嘲諷】：本角色成為優先被指定的目標。
【盾轉】：自身回合結束時，每層盾轉讓本角色獲得當前護盾量30%的血量，最高3層。
【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。"
t0156s5_r1_S3_skillinfo,"走過路過，就是別錯過～
當本角色的血量並非玩家角色最高時：治癒自身($HEAL:4)，賦予同伴3回合嘲諷。
當本角色的血量為玩家角色最高時：治癒同伴($HEAL:1.5)，賦予其3層再生。

【嘲諷】：本角色成為優先被指定的目標。
【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。"
t0156s5_r2_P1_name,時來運轉如風車
t0156s5_r2_A1_name,八面玲瓏妙語才
t0156s5_r2_S1_name,常勝不敗流星箭
t0156s5_r2_S2_name,醉舞豪歌千日釀
t0156s5_r2_S3_name,甲冠天下戲人間
t0156s5_r2_P1_skillinfo,"玩家回合開始時，當本角色的血量為玩家角色最高時，額外獲得3回合領袖與3回合嘲諷。

【嘲諷】：本角色成為優先被指定的目標。
【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
t0156s5_r2_A1_skillinfo,"甲申助陣，玩家回合開始時，血量最高的玩家角色獲得2回合領袖。


【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
t0156s5_r2_S1_skillinfo,"走過路過，就是別錯過～
當本角色的血量並非玩家角色最高時：穿透攻擊敵方末位($ATK:1.3)，賦予同伴嘲諷。
當本角色的血量為玩家角色最高時：穿透攻擊敵方末位($ATK:1.3)，賦予自身2層領袖。

【嘲諷】：本角色成為優先被指定的目標。
【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
t0156s5_r2_S2_skillinfo,"走過路過，就是別錯過～
當我方只剩本角色存活時：疊盾($ARM:1.5)自身並賦予盾轉。
當場上有其他同伴且本角色的血量並非玩家角色最高時：疊盾自身($ARM:2.5)並賦予盾轉，賦予同伴2回合嘲諷。
當場上有其他同伴且本角色的血量為玩家角色最高時：疊盾同伴($ARM:1.8)、賦予其盾轉與3回合減傷。

【嘲諷】：本角色成為優先被指定的目標。
【盾轉】：自身回合結束時，每層盾轉讓本角色獲得當前護盾量30%的血量，最高3層。
【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。"
t0156s5_r2_S3_skillinfo,"走過路過，就是別錯過～
當我方只剩本角色存活時：治癒自身($HEAL:2.5)並賦予戰意。
當場上有其他同伴且本角色的血量並非玩家角色最高時：治癒自身($HEAL:4.2)，賦予同伴3回合嘲諷。
當場上有其他同伴且本角色的血量為玩家角色最高時：治癒同伴($HEAL:2.5)、賦予其3層再生與4回合戰意，同時賦予自身3回合領袖。

【戰意】：每層戰意提升本角色30%的技能效果，施展技能後增加1層，最高3層。
【嘲諷】：本角色成為優先被指定的目標。
【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。
【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
h0167s5_P1_name,沁涼甜瓜
h0167s5_A1_name,沙灘甜瓜車
h0167s5_S1_name,甜瓜的誘惑
h0167s5_S2_name,三個甜瓜
h0167s5_S3_name,甜瓜豐收祭
h0167s5_P1_skillinfo,"我方角色施展三或四魂技能時，本角色施展一魂技能。【觸發限制】

自身回合開始以及本角色獲得疊盾、治癒或減傷時對敵方隨機角色賦予過熟甜瓜2次。
本角色攻擊時，引爆目標身上的過熟甜瓜。

【觸發限制】：下次自身回合開始前，本技能對同一個目標不會重複觸發。
【過熟甜瓜】：最高5層，引爆時每層對持有者造成($BK:0.5)的破甲傷害，於5層被引爆時，可以引爆場上所有過熟甜瓜。"
h0167s5_A1_skillinfo,呼喚安潔莉亞，破甲雙方全體($BK:0.5)，冷卻時間為2。
h0167s5_S1_skillinfo,甜瓜甜不甜？攻擊敵方隨機角色($ATK:0.5)。
h0167s5_S2_skillinfo,"甜瓜甜不甜？對未滿5層過熟甜瓜的敵方隨機角色施加過熟甜瓜3次。

【過熟甜瓜】：最高5層，引爆時每層對持有者造成($BK:0.5)的破甲傷害，於5層被引爆時，可以引爆場上所有過熟甜瓜。"
h0167s5_S3_skillinfo,"甜瓜甜不甜？對未滿5層過熟甜瓜的敵方隨機角色施加過熟甜瓜9次。

【過熟甜瓜】：最高5層，引爆時每層對持有者造成($BK:0.5)的破甲傷害，於5層被引爆時，可以引爆場上所有過熟甜瓜。"
h0167s5_r1_P1_name,沁涼甜瓜
h0167s5_r1_A1_name,沙灘甜瓜車
h0167s5_r1_S1_name,甜瓜的誘惑
h0167s5_r1_S2_name,三個甜瓜
h0167s5_r1_S3_name,甜瓜豐收祭
h0167s5_r1_P1_skillinfo,"我方角色施展三或四魂技能時，本角色施展一魂技能。【觸發限制】

自身回合開始以及本角色獲得疊盾、治癒或減傷時對敵方隨機角色賦予過熟甜瓜2次。
本角色攻擊時，引爆目標身上的過熟甜瓜。

【觸發限制】：下次自身回合開始前，本技能對同一個目標不會重複觸發。
【過熟甜瓜】：最高5層，引爆時每層對持有者造成($BK:0.5)的破甲傷害，於5層被引爆時，可以引爆場上所有過熟甜瓜。"
h0167s5_r1_A1_skillinfo,呼喚安潔莉亞，破甲雙方全體($BK:0.5)，冷卻時間為2。
h0167s5_r1_S1_skillinfo,甜瓜甜不甜？攻擊敵方隨機角色($ATK:1.2)，並移除1個金色魂芯。
h0167s5_r1_S2_skillinfo,"甜瓜甜不甜？對未滿5層過熟甜瓜的敵方隨機角色施加過熟甜瓜5次，並移除2個金色魂芯。
若所有角色都擁有5層過熟甜瓜，改為攻擊敵方隨機角色($ATK:2.2)。

【過熟甜瓜】：最高5層，引爆時每層對持有者造成($BK:0.5)的破甲傷害，於5層被引爆時，可以引爆場上所有過熟甜瓜。"
h0167s5_r1_S3_skillinfo,"甜瓜甜不甜？對未滿5層過熟甜瓜的敵方隨機角色施加過熟甜瓜9次。

【過熟甜瓜】：最高5層，引爆時每層對持有者造成($BK:0.5)的破甲傷害，於5層被引爆時，可以引爆場上所有過熟甜瓜。"
h0167s5_r2_P1_name,沁涼甜瓜
h0167s5_r2_A1_name,沙灘甜瓜車
h0167s5_r2_S1_name,甜瓜的誘惑
h0167s5_r2_S2_name,三個甜瓜
h0167s5_r2_S3_name,甜瓜豐收祭
h0167s5_r2_P1_skillinfo,"我方角色施展三或四魂技能時，本角色施展一魂技能。【觸發限制】

自身回合開始以及本角色獲得疊盾、治癒、強化或減傷時對敵方隨機角色賦予過熟甜瓜3次。
本角色攻擊時，引爆目標身上的過熟甜瓜。

自身回合結束時，若敵方全體角色擁有5層過熟甜瓜，本角色施展一魂技能。

【觸發限制】：下次自身回合開始前，本技能對同一個目標不會重複觸發。
【過熟甜瓜】：最高5層，引爆時每層對持有者造成($BK:0.5)的破甲傷害，於5層被引爆時，可以引爆場上所有過熟甜瓜。"
h0167s5_r2_A1_skillinfo,呼喚安潔莉亞，破甲雙方全體($BK:0.5)，冷卻時間為1。
h0167s5_r2_S1_skillinfo,甜瓜甜不甜？攻擊敵方隨機角色($ATK:1.2)，並移除1個金色魂芯。
h0167s5_r2_S2_skillinfo,"甜瓜甜不甜？對未滿5層過熟甜瓜的敵方隨機角色施加過熟甜瓜5次，並移除2個金色魂芯。
若所有角色都擁有5層過熟甜瓜，改為攻擊敵方隨機角色($ATK:2.2)。

【過熟甜瓜】：最高5層，引爆時每層對持有者造成($BK:0.5)的破甲傷害，於5層被引爆時，可以引爆場上所有過熟甜瓜。"
h0167s5_r2_S3_skillinfo,"甜瓜甜不甜？對未滿5層過熟甜瓜的敵方隨機角色施加過熟甜瓜12次，並移除3個金色魂芯。

若所有角色都擁有5層過熟甜瓜，改為攻擊敵方隨機角色($ATK:4.5)。

【過熟甜瓜】：最高5層，引爆時每層對持有者造成($BK:0.5)的破甲傷害，於5層被引爆時，可以引爆場上所有過熟甜瓜。"
h0165s5_P1_name,制勝時間
h0165s5_A1_name,回彈球
h0165s5_S1_name,黏膩膩水母
h0165s5_S2_name,滑溜水母飲
h0165s5_S3_name,必殺水母衝擊
h0165s5_P1_skillinfo,若本角色有3種以上正面狀態，則進入賽末點狀態，狀態中於我方回合開始時，觸發四魂技能。敵方回合結束時，本角色沒有3種以上正面狀態，則解除賽末點狀態。
h0165s5_A1_skillinfo,"娜雅助陣，若我方首位被攻擊時有護盾，則獲得戰意。

【戰意】：每層戰意提升本角色30%的技能效果，施展技能後增加1層，最高3層。
【觸發限制】：下次我方回合開始前，不重複觸發。"
h0165s5_S1_skillinfo,"給我放開，臭水母！自身獲得戰意。

【戰意】：每層戰意提升本角色30%的技能效果，施展技能後增加1層，最高3層。"
h0165s5_S2_skillinfo,"給我放開，臭水母！疊盾自身($ARM:0.8)，獲得3回合減傷與3回合嘲諷。

【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。
【嘲諷】：本角色成為優先被指定的目標。"
h0165s5_S3_skillinfo,"給我放開，臭水母！破甲敵方首位($BK:3)後獲得2回合強化與2回合撕裂。

【強化】：每層強化提升本角色30%的技能效果，最高3層。
【撕裂】：施展技能後，每層撕裂失去現有10%血量，最高3層。"
h0165s5_r1_P1_name,制勝時間
h0165s5_r1_A1_name,回彈球
h0165s5_r1_S1_name,黏膩膩水母
h0165s5_r1_S2_name,滑溜水母飲
h0165s5_r1_S3_name,必殺水母衝擊
h0165s5_r1_P1_skillinfo,若本角色有3種以上正面狀態，則進入賽末點狀態，狀態中於我方回合開始時，觸發四魂技能。敵方回合結束時，本角色沒有3種以上正面狀態，則解除賽末點狀態。
h0165s5_r1_A1_skillinfo,"娜雅助陣，若我方首位被攻擊時有護盾，則獲得戰意。

【戰意】：每層戰意提升本角色30%的技能效果，施展技能後增加1層，最高3層。
【觸發限制】：下次我方回合開始前，不重複觸發。"
h0165s5_r1_S1_skillinfo,"給我放開，臭水母！自身獲得3回合戰意，並獲得隨機正面狀態。

【戰意】：每層戰意提升本角色30%的技能效果，施展技能後增加1層，最高3層。"
h0165s5_r1_S2_skillinfo,"給我放開，臭水母！疊盾自身($ARM:1.2)，獲得3回合減傷、3回合靈巧與3回合嘲諷。

【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。
【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【嘲諷】：本角色成為優先被指定的目標。"
h0165s5_r1_S3_skillinfo,"給我放開，臭水母！破甲敵方首位($BK:3)後獲得2回合強化與2回合撕裂。

【強化】：每層強化提升本角色30%的技能效果，最高3層。
【撕裂】：施展技能後，每層撕裂失去現有10%血量，最高3層。"
h0165s5_r2_P1_name,制勝時間
h0165s5_r2_A1_name,回彈球
h0165s5_r2_S1_name,黏膩膩水母
h0165s5_r2_S2_name,滑溜水母飲
h0165s5_r2_S3_name,必殺水母衝擊
h0165s5_r2_P1_skillinfo,"若本角色有3種以上正面狀態，則進入賽末點狀態，狀態中於我方回合開始時，觸發四魂技能。敵方回合結束時，本角色沒有3種以上正面狀態，則解除賽末點狀態並疊盾自身($ARM:1.5)，此疊盾效果不視為娜雅的技能。

本角色身上每種不同的正面狀態，提升本角色技能效果10%。"
h0165s5_r2_A1_skillinfo,"娜雅助陣，若我方首位被攻擊時有護盾，則獲得戰意、嘲諷與減傷。

【戰意】：每層戰意提升本角色30%的技能效果，施展技能後增加1層，最高3層。
【嘲諷】：本角色成為優先被指定的目標。
【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。
【觸發限制】：下次我方回合開始前，不重複觸發。"
h0165s5_r2_S1_skillinfo,"給我放開，臭水母！自身獲得3回合戰意，並獲得隨機正面狀態。

【戰意】：每層戰意提升本角色30%的技能效果，施展技能後增加1層，最高3層。"
h0165s5_r2_S2_skillinfo,"給我放開，臭水母！疊盾自身($ARM:1.2)，獲得3回合減傷、3回合靈巧與3回合嘲諷。

【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。
【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【嘲諷】：本角色成為優先被指定的目標。"
h0165s5_r2_S3_skillinfo,"給我放開，臭水母！破甲敵方首位($BK:4.5)後獲得2回合強化與2回合撕裂。

【強化】：每層強化提升本角色30%的技能效果，最高3層。
【撕裂】：施展技能後，每層撕裂失去現有10%血量，最高3層。"
h0168s5_P1_name,加壓上膛
h0168s5_A1_name,水槍洗禮
h0168s5_S1_name,壓力測試
h0168s5_S2_name,水色精準射擊
h0168s5_S3_name,涼爽波濤彈射
h0168s5_P1_skillinfo,"本角色的技能係數隨水壓變化。以10層為基準，每增加1層，技能係數提升10%；每減少1層，技能係數降低5%。
金位及白位角色施展一/二/三/四/六魂技能後增加3層水壓。

【水壓】：初始10層，最高20層，過高會使水槍爆炸並移除我方全體角色負面狀態，水壓減少3層。水壓為0層時，本角色使用技能失敗。"
h0168s5_A1_skillinfo,呼喚希歐，移除敵方全體所有正面與負面狀態，冷卻時間為8。
h0168s5_S1_skillinfo,"狙擊夏日的美好回憶，水壓增加3層。

【水壓】：初始10層，最高20層，過高會使水槍爆炸並移除我方全體角色負面狀態，水壓減少3層。水壓為0層時，本角色使用技能失敗。"
h0168s5_S2_skillinfo,"狙擊夏日的美好回憶，穿透敵方指定角色($ATK:1.5)，水壓減少3層。

【水壓】：初始10層，最高20層，過高會使水槍爆炸並移除我方全體角色負面狀態，水壓減少3層。水壓為0層時，本角色使用技能失敗。"
h0168s5_S3_skillinfo,"狙擊夏日的美好回憶，穿透敵方全體($ATK:1.5)，水壓減少8層。

【水壓】：初始10層，最高20層，過高會使水槍爆炸並移除我方全體角色負面狀態，水壓減少3層。水壓為0層時，本角色使用技能失敗。"
h0168s5_r1_P1_name,加壓上膛
h0168s5_r1_A1_name,水槍洗禮
h0168s5_r1_S1_name,壓力測試
h0168s5_r1_S2_name,水色精準射擊
h0168s5_r1_S3_name,涼爽波濤彈射
h0168s5_r1_P1_skillinfo,"本角色的技能係數隨水壓變化。以10層為基準，每增加1層，技能係數提升10%；每減少1層，技能係數降低5%。
金位及白位角色施展一/二/三/四/六魂技能後增加3層水壓。

【水壓】：初始10層，最高20層，過高會使水槍爆炸並移除我方全體角色負面狀態，水壓減少3層。水壓為0層時，本角色使用技能失敗。"
h0168s5_r1_A1_skillinfo,呼喚希歐，移除敵方全體所有正面與負面狀態，冷卻時間為8。
h0168s5_r1_S1_skillinfo,"狙擊夏日的美好回憶，水壓增加6層。

【水壓】：初始10層，最高20層，過高會使水槍爆炸並移除我方全體角色負面狀態，水壓減少3層。水壓為0層時，本角色使用技能失敗。"
h0168s5_r1_S2_skillinfo,"狙擊夏日的美好回憶，穿透敵方指定角色($ATK:2.0)，水壓減少3層。

【水壓】：初始10層，最高20層，過高會使水槍爆炸並移除我方全體角色負面狀態，水壓減少3層。水壓為0層時，本角色使用技能失敗。"
h0168s5_r1_S3_skillinfo,"狙擊夏日的美好回憶，穿透敵方全體($ATK:1.5)，水壓減少8層。

【水壓】：初始10層，最高20層，過高會使水槍爆炸並移除我方全體角色負面狀態，水壓減少3層。水壓為0層時，本角色使用技能失敗。"
h0168s5_r2_P1_name,加壓上膛
h0168s5_r2_A1_name,水槍洗禮
h0168s5_r2_S1_name,壓力測試
h0168s5_r2_S2_name,水色精準射擊
h0168s5_r2_S3_name,涼爽波濤彈射
h0168s5_r2_P1_skillinfo,"本角色的技能係數隨水壓變化。以10層為基準，每增加1層，技能係數提升15%；每減少1層，技能係數降低3%。
金位及白位角色施展一/二/三/四/六魂技能後增加3層水壓。

【水壓】：初始10層，最高20層，過高會使水槍爆炸移除我方全體角色負面狀態，水壓減少3層並觸發本角色二魂技能。水壓為0層時，本角色使用技能失敗。
【觸發限制】：下次自身回合開始前，最多觸發本角色的二魂技能1次。"
h0168s5_r2_A1_skillinfo,呼喚希歐，移除敵方全體所有正面與負面狀態，冷卻時間為5。
h0168s5_r2_S1_skillinfo,"狙擊夏日的美好回憶，水壓增加6層。

【水壓】：初始10層，最高20層，過高會使水槍爆炸移除我方全體角色負面狀態，水壓減少3層並觸發本角色二魂技能。水壓為0層時，本角色使用技能失敗。"
h0168s5_r2_S2_skillinfo,"狙擊夏日的美好回憶，穿透敵方指定角色($ATK:2.0)，水壓減少3層。

【水壓】：初始10層，最高20層，過高會使水槍爆炸移除我方全體角色負面狀態，水壓減少3層並觸發本角色二魂技能。水壓為0層時，本角色使用技能失敗。"
h0168s5_r2_S3_skillinfo,"狙擊夏日的美好回憶，穿透敵方全體($ATK:2.0)，水壓減少6層。

【水壓】：初始10層，最高20層，過高會使水槍爆炸移除我方全體角色負面狀態，水壓減少3層並觸發本角色二魂技能。水壓為0層時，本角色使用技能失敗。"
h0166s5_P1_name,免費加料
h0166s5_A1_name,軟仔外送中
h0166s5_S1_name,歡迎試喝
h0166s5_S2_name,新鮮現榨
h0166s5_S3_name,喝到飽
h0166s5_P1_skillinfo,我方回合開始時消除我方指定角色所有負面狀態。
h0166s5_A1_skillinfo,"呼喚雪爾森，完全治癒我方指定角色後賦予永久中毒，冷卻時間為6。

【中毒】：自身回合結束時，每層中毒失去現有10%血量，最高3層，被治癒後解除。"
h0166s5_S1_skillinfo,"點杯軟仔水果茶吧。賦予我方指定角色強化，轉盾，減傷，中毒。

【強化】：每層強化提升本角色30%的技能效果，最高3層。
【轉盾】：被攻擊後，每層轉盾獲得總護盾值10%的護盾，最高3層。
【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。
【中毒】：自身回合結束時，每層中毒失去現有10%血量，最高3層，被治癒後解除。"
h0166s5_S2_skillinfo,"點杯軟仔水果茶吧。治癒我方指定角色($HEAL:6)後賦予永久中毒。

【中毒】：自身回合結束時，每層中毒失去現有10%血量，最高3層，被治癒後解除。"
h0166s5_S3_skillinfo,"點杯軟仔水果茶吧。攻擊敵方全體角色($ATK:2.5)，並賦予雙方全體角色2回合中毒。

【中毒】：自身回合結束時，每層中毒失去現有10%血量，最高3層，被治癒後解除。"
h0166s5_r1_P1_name,免費加料
h0166s5_r1_A1_name,軟仔外送中
h0166s5_r1_S1_name,歡迎試喝
h0166s5_r1_S2_name,新鮮現榨
h0166s5_r1_S3_name,喝到飽
h0166s5_r1_P1_skillinfo,我方回合開始時消除我方指定角色所有負面狀態。
h0166s5_r1_A1_skillinfo,"呼喚雪爾森，完全治癒我方指定角色後賦予永久中毒，冷卻時間為6。

【中毒】：自身回合結束時，每層中毒失去現有10%血量，最高3層，被治癒後解除。"
h0166s5_r1_S1_skillinfo,"點杯軟仔水果茶吧。賦予我方指定角色2回合強化、2回合轉盾、2回合減傷與中毒。

【強化】：每層強化提升本角色30%的技能效果，最高3層。
【轉盾】：被攻擊後，每層轉盾獲得總護盾值10%的護盾，最高3層。
【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。
【中毒】：自身回合結束時，每層中毒失去現有10%血量，最高3層，被治癒後解除。"
h0166s5_r1_S2_skillinfo,"點杯軟仔水果茶吧。治癒我方指定角色($HEAL:10)後賦予3回合轉盾、3回合減傷與永久中毒。

【中毒】：自身回合結束時，每層中毒失去現有10%血量，最高3層，被治癒後解除。
【轉盾】：被攻擊後，每層轉盾獲得總護盾值10%的護盾，最高3層。
【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。"
h0166s5_r1_S3_skillinfo,"點杯軟仔水果茶吧。攻擊敵方全體角色($ATK:2.5)，並賦予雙方全體角色2回合中毒。

【中毒】：自身回合結束時，每層中毒失去現有10%血量，最高3層，被治癒後解除。"
h0166s5_r2_P1_name,免費加料
h0166s5_r2_A1_name,軟仔外送中
h0166s5_r2_S1_name,歡迎試喝
h0166s5_r2_S2_name,新鮮現榨
h0166s5_r2_S3_name,喝到飽
h0166s5_r2_P1_skillinfo,我方回合開始時治癒我方指定角色($HEAL:0.6)，並消除其所有負面狀態。
h0166s5_r2_A1_skillinfo,"呼喚雪爾森，完全治癒我方指定角色後賦予3回合轉盾與永久中毒，冷卻時間為4。

【轉盾】：被攻擊後，每層轉盾獲得總護盾值10%的護盾，最高3層。
【中毒】：自身回合結束時，每層中毒失去現有10%血量，最高3層，被治癒後解除。"
